id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18978187,"Chic, Modern Lincoln Square Apartment with Open Layout",9124299,Eric,,Lincoln Square,41.97606,-87.69088,Entire home/apt,69,4,102,4/5/2020,4.51,1,336
19000293,Cozy Fresh Bedroom for Travel Lover,76133827,Anny,,West Town,41.89633,-87.66235,Private room,65,1,53,3/21/2020,1.52,6,319
19008628,"Spacious Condo, Fully Equipped Kitchen, Near CTA",107657517,Mike,,Rogers Park,42.01298,-87.67382,Entire home/apt,45,3,3,7/8/2018,0.13,1,0
19009981,The University of Chicago Campus Room,12728248,Judy,,Hyde Park,41.79432,-87.59491,Private room,70,5,4,5/25/2019,0.19,1,80
19013761,Entire 2 bed/2 bath condo VERY close to Wrigley,27222261,Amy,,Lake View,41.94462,-87.65225,Entire home/apt,80,1,22,8/12/2019,0.64,1,0
19018397,Walk to Wrigley; Ride to Downtown; Sleeps 6,115920372,Joe,,Uptown,41.96451,-87.67176,Entire home/apt,110,1,119,3/15/2020,3.55,2,359
19018717,Cozy apartment in quiet residential area,92534777,Ria,,Bridgeport,41.83602,-87.6556,Entire home/apt,69,1,230,3/8/2020,6.53,2,179
19018922,The Midway Flat,132698758,Gloria,,Archer Heights,41.80385,-87.71764,Private room,599,1,17,9/15/2019,0.5,1,326
19038415,"+ King Bed, Smart TV, Washer/Dryer, Friendly Dog +",132851466,Joey,,Norwood Park,41.9931,-87.78361,Private room,60,1,15,5/21/2019,0.43,4,318
19038878,Comfortable room in the Heart of Chicago,125412587,Luis,,Lower West Side,41.85456,-87.67829,Private room,46,3,43,10/24/2019,1.23,2,89
19044554,Living Room by the Lake,5103368,Makeda,,Rogers Park,42.01579,-87.66901,Private room,29,2,39,11/29/2019,1.12,1,90
19069348,Sonder | Six Points | Incredible 2BR,12243051,Sonder,,West Town,41.90599,-87.67816,Entire home/apt,116,4,31,2/20/2020,1.26,127,33
19073464,"Apartment home near UofChicago, Greenline and Lake",59811442,Lenora,,Woodlawn,41.78194,-87.60771,Entire home/apt,95,3,65,3/18/2020,1.93,1,180
19084559,Best location! Instant Book it! entire 1st floor,83032647,Peter,,Lower West Side,41.85822,-87.65904,Entire home/apt,114,2,133,3/16/2020,3.84,3,231
19087342,Modern & chic 4BR/2BA duplex in hip Wicker Park,115737926,Mildred,,West Town,41.90623,-87.68288,Entire home/apt,268,2,36,2/17/2020,1.04,1,158
19088115,Curated Art Apartment in Ukrainian Village,26201109,Simida,,West Town,41.90023,-87.6809,Entire home/apt,210,2,42,3/15/2020,1.43,2,338
19088359,South loop/downtown Chicago Condo,46980307,LaDonna,,Near South Side,41.86079,-87.62007,Entire home/apt,200,1,9,7/3/2017,0.26,1,0
19093790,Gem Loft in the Gold Coast!,46419638,Amanda,,Near North Side,41.90462,-87.6283,Entire home/apt,121,2,84,3/9/2020,2.89,1,117
19101426,3 BR East Lakeview Coach House with Large Patio,118232209,Eric And Beth,,Lake View,41.93409,-87.6396,Entire home/apt,350,1,74,3/15/2020,2.13,2,365
19101743,Chicago's Pleasantville Townhome,39607981,Adyna,,Austin,41.91501,-87.76106,Private room,50,2,122,3/15/2020,3.72,1,365
19113654,Beautifully Sunlit Bedroom in Rogers Park Vintage,12157964,Emily,,West Ridge,42.00668,-87.68313,Private room,35,2,40,2/26/2020,1.18,1,80
19114011,Stylish Room in a Chicago Brownstone - A,4434,Kellen,,Douglas,41.83303,-87.61966,Private room,60,2,79,10/29/2019,2.37,5,162
19118210,SUITE HOME CHICAGO  Your Own Private Floor!,55340110,Elizabeth,,Irving Park,41.955,-87.71299,Private room,75,1,94,10/21/2019,2.73,1,136
19120473,Elegantly Designed Condominium Close to Wrigley Field,133617661,Todd,,Lake View,41.94497,-87.66267,Entire home/apt,295,2,50,3/17/2020,1.46,1,336
19123858,Great Location Studio II,14241347,Dino,,Near North Side,41.90124,-87.63056,Entire home/apt,59,1,246,3/23/2020,7.04,6,1
19124180,Great Location Studio III,14241347,Dino,,Near North Side,41.90197,-87.63043,Entire home/apt,94,1,269,4/13/2020,7.69,6,261
19131659,ELEGANT MODERN LOFT (The best for my Guest),90097298,Fausto,,Garfield Ridge,41.80505,-87.74871,Entire home/apt,120,2,87,3/15/2020,2.55,1,116
19136596,Bridgeport Garden Apartment,133758803,Juan,,Bridgeport,41.83384,-87.64805,Entire home/apt,90,2,100,3/15/2020,2.94,1,175
19144279,"+ Very Safe Area, Friendly Dog, Laundry, SmartTV +",132851466,Joey,,Norwood Park,41.99204,-87.78306,Private room,50,2,34,3/27/2020,0.99,4,326
19144299,"Condo 5 blocks from United Center, 2 to train",37730662,Colby,,Near West Side,41.87942,-87.68473,Entire home/apt,87,2,12,11/4/2019,0.36,1,2
19158517,Redesigned Lower Level Studio in Historic Building,54727125,Matt,,Lincoln Park,41.91398,-87.6428,Entire home/apt,200,2,114,3/8/2020,4.05,1,160
19161640,Guest Bedroom in a Spacious Lincoln Park Apartment,6474582,Tessa,,Lincoln Park,41.92553,-87.66455,Private room,110,2,7,10/9/2017,0.2,1,0
19181101,The Morning (Website hidden by Airbnb) To Everything+ParkingPermit,108250312,Andres,,Lake View,41.94986,-87.65085,Private room,77,1,45,2/15/2020,1.36,4,355
19182676,Heart❤️of Hyde Park: Lakefront Private Room w/Pool,134175929,Michael,,Kenwood,41.80467,-87.58608,Private room,50,2,82,10/23/2019,2.45,1,0
19193521,Unique Tri-level Townhome,19645168,Brandon,,Lincoln Park,41.92951,-87.65483,Entire home/apt,200,2,83,3/8/2020,2.46,5,225
19194773,West Town/Ukrainian Village/Wicker Park Abode,23415583,Jennifer,,West Town,41.9019,-87.68784,Entire home/apt,80,2,137,3/1/2020,4.68,1,0
19195727,Romantic Room. Safe.Fresh.Clean+ParkingPermits,108250312,Andres,,Lake View,41.94905,-87.64905,Private room,77,1,72,11/10/2019,2.06,4,355
19196148,First floor with private bedroom Ukrainian Village,134285327,Margaret,,West Town,41.89846,-87.67848,Private room,70,2,23,3/1/2020,0.66,2,211
19199419,❤️ $1900 APRIL SPECIALS!  Huge Apt for Big Groups,35781467,Ariel & Sonia,,Portage Park,41.96595,-87.76707,Entire home/apt,200,1,121,4/7/2020,3.69,28,354
19206443,中唐招待【101】,60390549,Zhi,,Armour Square,41.84971,-87.63146,Entire home/apt,250,1,84,3/1/2020,3.44,10,1
19208339,"Conveniently located, cozy 2 bedroom garden unit.",73228641,Martha,,West Town,41.91299,-87.68996,Entire home/apt,130,1,14,11/11/2019,0.55,1,151
19221071,"Full Apt in Old Town, walk to beach & LP Zoo",134535929,Reyna,,Near North Side,41.90524,-87.63306,Private room,133,2,0,,,1,0
19242207,"Haddon Hideaway, a cozy room in a Landmark Cottage",134723134,Linda,,West Town,41.90263,-87.67561,Private room,50,2,134,3/14/2020,3.93,1,284
19242274,Beautiful Lincoln Park/ De Paul Complimentary Pkg,134707455,Jane,,Lincoln Park,41.91462,-87.64969,Entire home/apt,149,3,102,3/15/2020,2.96,1,249
19243410,Wrigley Field Grand Slam,126136948,Mark,,Lake View,41.94662,-87.65556,Shared room,150,2,4,9/10/2017,0.12,1,83
19245639,Sunny 1 BDR w/plants - Foodie Paradise - Logan Sq,1264800,Natalia,,Avondale,41.93331,-87.70056,Entire home/apt,95,3,153,3/6/2020,4.48,1,133
19246946,Charming Chinatown home by McCormick★Downtown,17888170,MiLo And Chandra,,Armour Square,41.85208,-87.63796,Entire home/apt,150,20,140,3/8/2020,4.05,3,258
19249102,Fantastic 2 bedroom by the Zoo,3382417,Heather And Mehran,,Lincoln Park,41.92799,-87.64088,Entire home/apt,150,4,103,1/1/2020,2.99,1,105
19249295,Double bed with private bathroom; easy city access,40226382,Catherine,,Edgewater,41.99537,-87.66437,Private room,42,1,2,9/22/2018,0.1,1,0
19263774,4 Rooms 2 bath E Rogers Park nr Evanston Lake & NU,1599090,Evelyn,,Rogers Park,42.02042,-87.66687,Entire home/apt,48,2,35,1/31/2020,1.06,1,112
19269442,Cozy Lincoln Square Studio,35304490,Sayora,,Lincoln Square,41.97005,-87.69422,Entire home/apt,75,1,63,5/25/2018,1.84,1,0
19283060,A modern space blocks from public transportation,21955427,Justin,,Near West Side,41.87358,-87.68473,Private room,50,1,203,3/7/2020,5.89,1,65
19285860,Luxurious Urban Oasis,135055128,Forrest/Laura,,Logan Square,41.91636,-87.70499,Entire home/apt,109,14,44,2/15/2020,1.29,1,0
19308810,The Victorian Room. 2Beds. ParkngPermts. Cubs Area,108250312,Andres,,Lake View,41.9504,-87.65017,Private room,77,1,50,3/15/2020,1.58,4,351
19315413,Stylish Room near UChicago & Lake Michigan,24828196,Audrey,,Hyde Park,41.79558,-87.58474,Private room,60,3,10,6/1/2018,0.29,2,97
19348305,Gorgeous Boystown Penthouse,5760690,Lindsay,,Lake View,41.93649,-87.64671,Entire home/apt,390,2,1,8/6/2018,0.05,1,0
19376768,Roomy 1-Bed in the heart of Wrigley/Boystown!,19416515,Alloy,,Lake View,41.9459,-87.64724,Entire home/apt,130,1,8,11/13/2017,0.25,1,0
19399921,Lovely 3/2.5 duplex in Wicker Park area,19061917,Anne,,West Town,41.90046,-87.66332,Entire home/apt,399,3,13,6/23/2019,0.39,1,133
19412268,Aloha Bangtel a Bachelorette's Dreamy Paradise,4069585,Liz,,West Town,41.90749,-87.67566,Entire home/apt,880,1,78,3/30/2020,2.53,14,343
19414085,"DISCOUNTED Bright, Spacious Fully SANITIZED Flat",209564,Ami,,Lake View,41.9454,-87.65478,Entire home/apt,150,4,98,4/8/2020,2.85,5,94
19416779,Beautiful North Side Haven,30810272,Donna,,Avondale,41.94234,-87.72303,Private room,45,2,7,8/6/2018,0.21,1,89
19422982,DREAMY Downtown Penthouse,69264508,Joshua,,Near North Side,41.89529,-87.6268,Private room,100,2,41,2/16/2020,1.26,1,180
19424810,Stunning Retro Apartment in Andersonville,136186496,Jim,,Edgewater,41.98439,-87.67227,Entire home/apt,115,1,230,3/23/2020,6.77,2,339
19437851,Pilsen Gem,136277179,Jesus,,Lower West Side,41.85076,-87.6689,Entire home/apt,112,39,33,4/24/2018,0.96,3,0
19438335,Wicker Park/Ukranian Village Gem,136282419,Sophie,,West Town,41.90148,-87.67877,Private room,60,2,26,11/22/2017,0.75,1,0
19451443,Ukrainatopia,133779718,Grace,,West Town,41.89677,-87.67814,Entire home/apt,125,2,86,2/18/2020,2.6,1,86
19454398,Bridgeport Home,96350945,Patrick,,Bridgeport,41.84507,-87.64503,Entire home/apt,178,2,34,10/25/2019,0.99,1,249
19469209,"221 Room 2 Cozy, Nice Bedroom in Center Chinatown",7629653,Helen,,Armour Square,41.85021,-87.63348,Private room,30,1,132,3/16/2020,3.86,3,123
19469602,Urban Terrace @ Fulton House!,56917234,Lara,,East Garfield Park,41.8855,-87.70592,Entire home/apt,59,5,98,3/1/2020,2.87,9,365
19474423,Entire Private Apartment (Duplex) by Chinatown,129327646,Roger,,Bridgeport,41.84485,-87.63988,Entire home/apt,70,1,244,3/13/2020,7.12,6,309
19474637,"Artists Loft Living (Huge, Spacious Loft Apt)",136641917,Patrese,,Grand Boulevard,41.80854,-87.61437,Entire home/apt,75,2,7,11/19/2017,0.21,1,0
19483555,Private room on tree lined street in Lakeview,136739384,Suzanne,,Lake View,41.94764,-87.6513,Private room,55,30,8,8/17/2019,0.24,2,177
19486763,Private Studio by Chinatown (Duplex),129327646,Roger,,Bridgeport,41.84398,-87.64006,Entire home/apt,55,1,127,6/9/2019,3.68,6,0
19496735,"Comfy Retro Studio-sleeps 4, PRIVATE side entrance",136799638,Mike&Rodrigo,,Portage Park,41.95569,-87.77,Private room,80,2,75,11/11/2019,2.19,1,51
19526598,East Pilsen Modern 2BR,750475,Matt,,Lower West Side,41.85675,-87.64605,Entire home/apt,101,2,136,9/30/2019,4,1,0
19526921,Private room,52558282,Liz,,Uptown,41.97331,-87.66346,Private room,30,3,20,8/12/2019,0.58,3,192
19529540,Spacious Lakeview Condo,130604462,Taylor,,Lake View,41.93437,-87.63847,Entire home/apt,115,1,7,11/26/2017,0.22,1,0
19529923,The H&H Inn • Harpo's Room • Irving Park Bungalow,15908557,Andie,,Irving Park,41.95638,-87.70836,Private room,75,2,52,3/16/2020,3.5,2,0
19532918,Cozy quarters steps away from the lakefront,137194485,Kay,,Oakland,41.82257,-87.60214,Entire home/apt,100,2,183,3/21/2020,5.35,1,37
19551521,Logan Square Portrait Room,2918510,Monica,,Logan Square,41.92235,-87.71664,Private room,98,2,17,11/25/2019,0.5,1,178
19552092,Amenities Bldg Apt w Amazing Views Walk Everywhere,57291134,Nicole,,Loop,41.8704,-87.63155,Entire home/apt,199,2,4,1/2/2018,0.12,1,0
19554215,McCormick Convention - Condo Vacation Rentals,118125798,Jermaill,,Grand Boulevard,41.81774,-87.61015,Private room,65,1,39,10/23/2019,1.14,1,172
19557461,"Clean & Clutter Free, Hotelesk",34084764,Christian,,West Town,41.90898,-87.69198,Entire home/apt,200,4,2,6/3/2018,0.06,5,174
19571344,Inviting 4 Bedroom Duplex Next to Humboldt Park,21008290,Danny,,West Town,41.90459,-87.69576,Entire home/apt,95,7,78,3/1/2020,2.41,2,346
19574382,"Historic Old Town, Fabulous 4 Bedroom Home",33004,At Home Inn,,Lincoln Park,41.91324,-87.63969,Entire home/apt,400,4,32,2/9/2020,0.98,11,313
19585431,Vibrant and Stylish Condominium near Humboldt Park,137543685,Zach,,West Town,41.90397,-87.69523,Entire home/apt,98,5,88,3/18/2020,2.7,1,359
19586298,The Grotto of Logan Square,28354664,Benjamin,,Logan Square,41.93023,-87.69976,Entire home/apt,60,1,185,3/15/2020,5.4,1,145
19603887,Large Vintage Getaway,137833984,Madeline,,Lake View,41.94197,-87.6407,Entire home/apt,125,3,0,,,1,0
19604017,Cozy Vintage 1bdrm-Pilsen,136277179,Jesus,,Lower West Side,41.85117,-87.66898,Entire home/apt,59,2,49,6/26/2018,1.44,3,0
19608906,OneEleven RIVER VIEW FURNISHED STUDIO POOL (56),9400379,ExecuSuite Inc.,,Loop,41.88652,-87.63143,Entire home/apt,80,31,1,5/11/2018,0.04,28,365
19610748,"Cozy, Spacious. 2BR. 7 mins from Downtown . WiFi",137905570,Vanessa,,West Town,41.89272,-87.65976,Entire home/apt,59,1,142,4/18/2020,4.41,1,266
19619677,Historic Andersonville Coach House,55445421,Heather,,Edgewater,41.98546,-87.66399,Entire home/apt,210,5,38,2/17/2020,1.15,1,154
19621987,Sonder | North Halsted | Gorgeous 3BR + Balcony,12243051,Sonder,,Lincoln Park,41.92837,-87.64789,Entire home/apt,437,7,38,3/8/2020,1.23,127,34
19624563,North Logan Luxury,138042929,Chioma,,Avondale,41.93895,-87.72594,Entire home/apt,189,2,2,9/17/2017,0.06,1,0
19625538,Trendy West Loop Brownstone with Front Garden,116406118,Coco,,Near West Side,41.8787,-87.66509,Entire home/apt,92,1,134,3/28/2020,4.11,1,296
19625944,"Cool, Clean, & Comfortable 2 Bedroom",47343301,Amber,,West Town,41.89842,-87.67354,Entire home/apt,85,2,32,8/5/2018,0.95,1,0
19643452,Large 1 bedroom with Private Bath,4404730,Kyle,,Lake View,41.93917,-87.64982,Private room,9999,80,2,8/8/2017,0.06,1,363
19658119,Millennium Park View Luxury Apartment,32541943,Demi,,Loop,41.88413,-87.62375,Private room,135,1,4,7/29/2017,0.12,1,0
19658454,Paradise,138391390,Sunny,,Near West Side,41.88107,-87.64163,Entire home/apt,150,15,6,9/17/2018,0.25,1,364
19658989,ITALIAN garden apt/kids friendly/great location!!,125840045,Viviana,,Irving Park,41.9552,-87.73908,Entire home/apt,76,1,177,3/15/2020,5.33,1,350
19659523,Wicker Park 2 Bed/2.5 bath sleeps 6,99894346,Andrew,,West Town,41.90774,-87.66767,Entire home/apt,400,2,2,8/6/2017,0.06,1,0
19661890,Spacious condo with an entire floor to yourself!,48778006,Joshua,,Edgewater,41.99738,-87.66532,Private room,60,1,166,3/9/2020,4.88,1,82
19662106,Abby's 2720 2F,36128270,Juanita,,North Lawndale,41.8582,-87.69519,Private room,28,1,204,3/15/2020,6.03,9,90
19662762,SPACIOUS & HIP +nearby FOOD & DRINK +PRIVATEbath,10393547,Claire,,West Town,41.89935,-87.68577,Private room,56,1,68,3/18/2020,2.87,1,0
19672865,202 Chicago Andersonville Nice area Free wifi,127235673,Alex,,Edgewater,41.98532,-87.67212,Private room,27,1,35,2/29/2020,1.03,12,355
19675002,Private bedroom and bathroom in great neighborhood,14135964,Mark,,West Town,41.89396,-87.68932,Private room,70,1,1,9/15/2017,0.03,2,0
19693008,North Harbor Tower,129580849,Dennis,,Loop,41.88592,-87.61465,Entire home/apt,173,3,0,,,1,0
19708099,2 Bedroom Apartment in the ❤️ Of Pilsen!,24953006,Marion,,Lower West Side,41.85015,-87.68577,Entire home/apt,115,2,47,2/16/2020,1.42,2,362
19716151,Private Room in Modern West Town Condo,23216558,Paul,,West Town,41.90141,-87.66356,Private room,85,1,4,10/23/2017,0.12,2,0
19716246,Top Floor Lincoln Park 3 Bedroom with Parking,138900678,Lennon,,Lincoln Park,41.91849,-87.64818,Entire home/apt,74,4,107,3/19/2020,3.19,2,180
19719550,"Wicker Park - private room + bath, bfast included!",1815826,Hunter,,West Town,41.90733,-87.68879,Private room,45,1,201,3/17/2020,5.95,1,182
19720349,Bright Wicker Park 2BD w/ Private Entrance,20522410,Austin,,West Town,41.89935,-87.67306,Entire home/apt,40,90,7,11/2/2019,0.21,1,62
19720703,Pilsen Wonder,136277179,Jesus,,Lower West Side,41.85153,-87.66955,Entire home/apt,84,2,34,5/2/2018,1,3,90
19728643,"Spacious, Pristine Loft w/Private Rooftop, Parking",209564,Ami,,Lake View,41.94558,-87.65598,Entire home/apt,140,2,104,3/8/2020,3.1,5,45
19730133,Lincoln Park/DePaul Garden Suite/CLOSE TO EXIT,139094281,Lynne,,Lincoln Park,41.91673,-87.65495,Private room,75,1,136,3/14/2020,4.03,4,90
19731289,Parkview studio apartment,139105974,Jill,,Loop,41.88795,-87.61743,Private room,150,2,0,,,1,0
19734070,Industrial Loft-style 3 Bedroom in Lincoln Park,138900678,Lennon,,Lincoln Park,41.9198,-87.64849,Entire home/apt,72,4,141,3/28/2020,4.27,2,167
19745504,Urban Retreat in West Town,481794,Jeff,,West Town,41.88975,-87.68275,Private room,49,3,47,3/2/2020,1.43,1,201
19747110,★Sanitized★Fully Furnished★Dogs★FREE Pkg★Private★,122444924,Jamie,,Portage Park,41.95592,-87.77595,Entire home/apt,75,1,43,3/17/2020,1.66,1,348
19747441,Cozy & Artsy Chicago/Ravenswood Private Bedroom,4098008,Amanda & Chris,,Lincoln Square,41.97551,-87.67815,Private room,55,1,14,9/3/2019,0.42,1,0
19754012,Great space for a getaway,139353631,Antarios,,Grand Boulevard,41.81176,-87.61681,Private room,250,1,0,,,1,0
19759186,"BEautiful, Spacious Chicago Resort Home w/ Pool!",29420835,Be,,Mckinley Park,41.82533,-87.67348,Entire home/apt,124,3,81,1/8/2020,2.52,1,166
19761287,Our green and colorful Pilsen abode,7862875,Carissa,,Lower West Side,41.85953,-87.66582,Entire home/apt,70,3,1,7/19/2017,0.03,1,0
19791085,Nice and spacious 2 bedroom apt Near Mc cormick,133759935,Tyre,,Douglas,41.82791,-87.61958,Entire home/apt,52,2,66,5/27/2019,1.98,2,0
19802859,Cozy Room in Uki Village close to Wicker Park,20073392,Frances & Patrick,,West Town,41.9002,-87.6866,Private room,89,3,13,10/13/2019,0.39,2,0
19812035,classy & comfy BR in Ukr Vlg gem w/ full breakfast,8218275,Peter,,West Town,41.89644,-87.6897,Private room,29,2,77,3/16/2020,2.28,4,20
19820923,OneEleven RIVER VIEW FURNISHED JR. 1 BED POOL (14),9400379,ExecuSuite Inc.,,Loop,41.88652,-87.63143,Entire home/apt,80,31,4,8/20/2019,0.14,28,349
19827093,Hobbit Hole in Uptown,140104128,Michael,,Uptown,41.96829,-87.65286,Private room,45,2,90,12/22/2019,2.74,2,0
19840148,Modern Apartment in Wicker Park with Outdoor Space,140106140,Jonathan,,West Town,41.90987,-87.6847,Entire home/apt,250,1,125,3/8/2020,3.77,1,168
19840767,Exclusive modern room on tree lined st in Lakeview,136739384,Suzanne,,Lake View,41.94752,-87.65179,Private room,70,30,7,12/3/2019,0.21,2,364
19842149,Amazing Condo in Gorgeous Location w Free Parking!,140263872,Jennifer,,West Town,41.89686,-87.66277,Entire home/apt,99,2,50,3/4/2019,1.49,1,0
19845673,Gorgeous West Loop Condo!,140298294,Rohan,,Near West Side,41.88891,-87.64375,Entire home/apt,45,1,2,7/21/2017,0.06,1,0
19847846,"Spacious 1bd: Streeterville, Rooftop Pool!",12737000,Taylor,,Near North Side,41.89331,-87.62029,Entire home/apt,600,2,0,,,1,0
19856765,Urban Chic Apartment by the Magnificent Mile,10209853,Tatiana & Roupen,,Near North Side,41.89284,-87.62418,Entire home/apt,250,2,69,3/15/2020,2.08,2,192
19857294,Perfect location right between DOWNTOWN & O'HARE,87601336,Jon,,Logan Square,41.92584,-87.69436,Private room,45,1,92,1/5/2020,2.8,11,0
19862408,Chicago R&R,91375620,Marcia,,Humboldt Park,41.89511,-87.72932,Private room,65,2,42,11/18/2019,1.64,1,139
19863764,"McCormick & Skyline, great for large groups!",65788464,Theresa,,Near West Side,41.8614,-87.64633,Entire home/apt,299,2,39,2/18/2020,1.19,1,363
19877259,Relax with Family in a Luxury Chicago Single Family Home,17843517,Erik,,West Town,41.89829,-87.66206,Entire home/apt,499,3,34,2/22/2020,1.04,1,303
19891950,Cozy and Private Andersonville Retro Studio,62457364,Kate,,Uptown,41.97497,-87.66951,Entire home/apt,75,1,243,3/9/2020,7.22,1,158
19893328,✔ 30% off 7+ Days - Chic Apartment Near DePaul,8549643,Trove,,Lincoln Park,41.91834,-87.6523,Entire home/apt,199,1,108,3/16/2020,3.26,19,242
19903685,The Fulton House Greystone - Sleeps 26!,56917234,Lara,,East Garfield Park,41.88715,-87.70529,Entire home/apt,598,3,9,2/17/2020,0.36,9,361
19914093,"Private, 2BR apt, 6 miles south of Downtwn Chgo",134446004,Ibi,,Englewood,41.76478,-87.64567,Entire home/apt,45,2,145,3/31/2020,4.75,1,300
19914660,Humboldt Park Art House,13277128,Chanel,,Humboldt Park,41.90734,-87.71039,Private room,38,2,80,3/17/2020,2.42,1,0
19930442,Spacious Studio in OLD TOWN/GOLD COAST,47996971,Mike,,Near North Side,41.90744,-87.63127,Entire home/apt,145,3,7,10/28/2018,0.22,2,0
19931172,Large Private Home in Portage Park near O'hare,23384697,Alex,,Portage Park,41.95558,-87.78651,Entire home/apt,100,1,149,3/15/2020,4.49,2,297
19938614,Upscale Old Town Five Bedroom,33004,At Home Inn,,Lincoln Park,41.91214,-87.63746,Entire home/apt,425,4,37,12/2/2019,1.13,11,170
19942245,"Near Downtown,Soldier Field, University of Chicago",141323414,LaTrina,,Grand Boulevard,41.81297,-87.61231,Entire home/apt,69,1,76,3/17/2020,2.27,1,273
19944137, Pro Cleaned & Isolated West Loop Coach House ❤️,140919483,Mimi & Paul,,Near West Side,41.88108,-87.66113,Entire home/apt,68,3,156,3/14/2020,4.67,1,319
19946278,Cute and lovely 1 BR Hyde Park apartment,19575009,Yaniv,,Hyde Park,41.79088,-87.58671,Entire home/apt,50,7,0,,,1,0
19947248,Apartment in Portage Park,23384697,Alex,,Portage Park,41.95457,-87.78615,Entire home/apt,74,1,123,3/21/2020,3.69,2,296
19947376,Spacious Vintage 3 BR in Chicago's NorthCenter!,141373153,Lins,,North Center,41.95513,-87.67902,Entire home/apt,139,2,84,3/15/2020,2.6,1,238
19949152,Adorable Wicker Park Apartment,1666010,Rachel,,West Town,41.90482,-87.68384,Entire home/apt,99,2,87,3/20/2020,2.63,1,262
19952090,Modern Graystone Apartment in Popular Foodie Neighborhood,2021885,Jason,,Logan Square,41.92091,-87.6982,Entire home/apt,175,2,38,2/17/2020,1.15,1,159
19952780,Come Together in This Vibrant Restored Mansion near Wrigley,23466594,Ana,,Uptown,41.96297,-87.65549,Entire home/apt,975,2,81,3/15/2020,2.45,1,0
19959804,Stylish Bohoemian Apartment,15691980,Jennifer,,West Town,41.9103,-87.69072,Private room,65,2,78,2/2/2020,2.36,1,176
19960537,Modern & Spacious 3 Bed Wicker Park/Bucktown Home,31729499,Ashok,,West Town,41.90947,-87.68808,Entire home/apt,195,2,62,3/11/2020,2.03,1,158
19960802,Bright and Sunny Logan Square Apartment,141511846,Naseer,,Logan Square,41.91834,-87.71321,Entire home/apt,50,1,205,3/16/2020,6.18,1,255
19964022,Modern Apartment in Wicker Park / West Town,23216558,Paul,,West Town,41.90067,-87.6629,Entire home/apt,240,2,8,7/26/2019,0.25,2,0
19964263,Private Lincoln Park Bedroom/Bathroom Sophia room,139094281,Lynne,,Lincoln Park,41.91549,-87.65492,Private room,95,1,96,3/1/2020,2.9,4,87
19969586,Amazing 2 bedroom apartment on prime location,141601907,Emil,,Jefferson Park,41.96867,-87.77035,Entire home/apt,99,2,73,2/17/2020,2.21,1,0
19978276,Comfy Room in Avalon Park+ Parking,126577663,LaTricia,,Avalon Park,41.74585,-87.59446,Private room,45,30,0,,,1,358
19982010,Cozy Private Room/Sunroom. Near Train & Great Food,5014797,Jaclyn,,Lincoln Square,41.97095,-87.69278,Private room,74,2,82,3/15/2020,2.57,1,0
19982288,Ravenswood Contemporary One Bedroom,63158338,Cathy,,Lincoln Square,41.97078,-87.67445,Entire home/apt,100,3,2,8/14/2017,0.06,1,0
19984762,Private bedroom in Lincoln Park/Caroline’s room,139094281,Lynne,,Lincoln Park,41.91516,-87.65398,Private room,90,1,94,3/15/2020,2.83,4,31
19985841,Admire the Iconic Chicago Skyline at a Wicker Park Penthouse,38111959,Joanna (Dba Blue Sky Home Rentals),,West Town,41.9018,-87.671,Entire home/apt,500,1,48,3/1/2020,1.45,3,31
19986833,Urban studio in the upscale area of Chicago,102259745,Mar,,Near North Side,41.90944,-87.65004,Entire home/apt,110,1,18,9/25/2017,0.54,1,0
19998637,Private Bedroom/ Lincoln Park/Daniel's room,139094281,Lynne,,Lincoln Park,41.91484,-87.65477,Private room,72,1,110,3/24/2020,3.33,4,15
20012365,2 bedroom apartment Near transit and expressway.,131691866,Cesar,,Albany Park,41.96941,-87.74564,Entire home/apt,60,30,33,10/31/2019,1.06,1,42
20016599,Cozy 2 bedroom apartment up to 4 guests,142119943,Salvador & Adriana,,Brighton Park,41.81289,-87.71243,Entire home/apt,80,2,33,10/23/2019,1.01,1,13
20026411,Bright Bucktown 3 Bedroom Near the 606,70926675,Bob,,Logan Square,41.91586,-87.67321,Entire home/apt,71,4,100,3/1/2020,3.02,1,329
20031445,Affordable extended stay - everything you need!,5363019,Jessica,,Lincoln Park,41.93109,-87.6694,Private room,50,7,1,10/9/2017,0.03,2,0
20032223,Cozy 1 BD in Lincoln Park- steps from North Pond!,142273045,Kerri,,Lincoln Park,41.9278,-87.64115,Entire home/apt,100,4,15,7/13/2019,0.45,1,28
20032423,Chicago lakeview condo,142275294,Andrew,,Lake View,41.93607,-87.63919,Entire home/apt,88,1,0,,,1,0
20033899,Ravenswood Roost: A relaxing townhome private room,137396911,David,,Uptown,41.97232,-87.67399,Private room,48,1,115,3/20/2020,3.47,1,309
20035490,Logan Square Getaway New Furnishings,84973610,Justin,,Logan Square,41.92135,-87.70382,Entire home/apt,115,2,71,3/8/2020,2.15,1,90
20036818,Convenient and Comfortable Logan Square Apt.(w/AC),137501409,Giovannie,,Logan Square,41.93129,-87.72119,Entire home/apt,55,1,141,3/1/2020,4.23,2,82
20046383,"Perfect for Lollapalooza, right next to the event!",50845988,Jesse,,Loop,41.88421,-87.62505,Entire home/apt,200,2,0,,,1,0
